"sheet_index","raw","code","code_hex","color","flag","first_capture","first_map_x","first_map_y","pixel_hash"
"921","0x1A4D","6733","0x1A4D","3","0","capture_0028","5","22","FF566E76FF566E76"
"922","0x1A68","6760","0x1A68","3","0","capture_0028","8","22","FFA2B0CBFFA2B0CB"
"923","0x1A7A","6778","0x1A7A","3","0","capture_0028","10","22","FFA2B0CBFFA2B0CB"
"924","0x1AB3","6835","0x1AB3","3","0","capture_0028","16","22","FFA2B0CBFFA2B0CB"
"925","0x1ABC","6844","0x1ABC","3","0","capture_0028","17","22","FFA2B0CBFFA2B0CB"
"926","0x2A62","2658","0x0A62","5","0","capture_0028","0","23","FF8792A9FF8792A9"
"927","0x2A6E","2670","0x0A6E","5","0","capture_0028","1","23","FF8792A9FF475198"
"928","0x2A86","2694","0x0A86","5","0","capture_0028","3","23","FF475198FF475198"
"929","0x1A4E","6734","0x1A4E","3","0","capture_0028","5","23","FF566E76FF566E76"
"930","0x1A5F","6751","0x1A5F","3","0","capture_0028","7","23","FF5663BAFF5663BA"
"931","0x1A7B","6779","0x1A7B","3","0","capture_0028","10","23","FF5663BAFF5663BA"
"932","0x1AAA","6826","0x1AAA","3","0","capture_0028","15","23","FFA2B0CBFFA2B0CB"
"933","0x1ACD","6861","0x1ACD","3","0","capture_0028","19","23","FF5663BAFFA2B0CB"
"934","0x2A63","2659","0x0A63","5","0","capture_0028","0","24","FF475198FF475198"
"935","0x2A6F","2671","0x0A6F","5","0","capture_0028","1","24","FF475198FF475198"
"936","0x2A7B","2683","0x0A7B","5","0","capture_0028","2","24","FF475198FF475198"
"937","0x2A87","2695","0x0A87","5","0","capture_0028","3","24","FF475198FF475198"
"938","0x1A60","6752","0x1A60","3","0","capture_0028","7","24","FFA2B0CBFF5663BA"
"939","0x1A85","6789","0x1A85","3","0","capture_0028","11","24","FFA2B0CBFFA2B0CB"
"940","0x1A8B","6795","0x1A8B","3","0","capture_0028","12","24","FFA2B0CBFFA2B0CB"
"941","0x1A96","6806","0x1A96","3","0","capture_0028","13","24","FFA2B0CBFFA2B0CB"
"942","0x1A23","6691","0x1A23","3","0","capture_0028","15","24","FFA2B0CBFFA2B0CB"
"943","0x2A64","2660","0x0A64","5","0","capture_0028","0","25","FF8792A9FF8792A9"
"944","0x2A70","2672","0x0A70","5","0","capture_0028","1","25","FF8792A9FF8792A9"
"945","0x2A7C","2684","0x0A7C","5","0","capture_0028","2","25","FF876C6CFF876C6C"
"946","0x2A88","2696","0x0A88","5","0","capture_0028","3","25","FF876C6CFF876C6C"
"947","0x2A93","2707","0x0A93","5","0","capture_0028","4","25","FF876C6CFF8792A9"
"948","0x1A50","6736","0x1A50","3","0","capture_0028","5","25","FF566E76FF566E76"
"949","0x1A59","6745","0x1A59","3","0","capture_0028","6","25","FFA2B0CBFFA2B0CB"
"950","0x1A61","6753","0x1A61","3","0","capture_0028","7","25","FFA2B0CBFFA2B0CB"
"951","0x1A6A","6762","0x1A6A","3","0","capture_0028","8","25","FF5663BAFF5663BA"
"952","0x1A73","6771","0x1A73","3","0","capture_0028","9","25","FF5663BAFF5663BA"
"953","0x1A7D","6781","0x1A7D","3","0","capture_0028","10","25","FF5663BAFF5663BA"
"954","0x1A86","6790","0x1A86","3","0","capture_0028","11","25","FF5663BAFF5663BA"
"955","0x1A8C","6796","0x1A8C","3","0","capture_0028","12","25","FF5663BAFF5663BA"
"956","0x1A97","6807","0x1A97","3","0","capture_0028","13","25","FF5663BAFF5663BA"
"957","0x1AAB","6827","0x1AAB","3","0","capture_0028","15","25","FFA2B0CBFFA2B0CB"
"958","0x1950","6480","0x1950","3","0","capture_0028","18","25","FF5663BAFF5663BA"
"959","0x2A89","2697","0x0A89","5","0","capture_0028","3","26","FFFEBA76FFFEBA76"
"960","0x2A94","2708","0x0A94","5","0","capture_0028","4","26","FFFEBA76FFFEBA76"
"961","0x1A51","6737","0x1A51","3","0","capture_0028","5","26","FF566E76FF566E76"
"962","0x1A5A","6746","0x1A5A","3","0","capture_0028","6","26","FFA2B0CBFFA2B0CB"
"963","0x1A62","6754","0x1A62","3","0","capture_0028","7","26","FFA2B0CBFFA2B0CB"
"964","0x1A6B","6763","0x1A6B","3","0","capture_0028","8","26","FFA98787FFA98787"
"965","0x1A74","6772","0x1A74","3","0","capture_0028","9","26","FFA98787FFA98787"
"966","0x1A7E","6782","0x1A7E","3","0","capture_0028","10","26","FFA98787FFA2B0CB"
"967","0x1A87","6791","0x1A87","3","0","capture_0028","11","26","FFA2B0CBFFA2B0CB"
"968","0x1A8D","6797","0x1A8D","3","0","capture_0028","12","26","FFA2B0CBFFA2B0CB"
"969","0x1A98","6808","0x1A98","3","0","capture_0028","13","26","FFA2B0CBFFA2B0CB"
"970","0x1AA0","6816","0x1AA0","3","0","capture_0028","14","26","FFA2B0CBFFA2B0CB"
"971","0x1AAC","6828","0x1AAC","3","0","capture_0028","15","26","FF5663BAFF5663BA"
"972","0x1AB5","6837","0x1AB5","3","0","capture_0028","16","26","FF5663BAFF5663BA"
"973","0x1ABE","6846","0x1ABE","3","0","capture_0028","17","26","FF5663BAFF5663BA"
"974","0x1AC7","6855","0x1AC7","3","0","capture_0028","18","26","FF5663BAFF5663BA"
"975","0x2A71","2673","0x0A71","5","0","capture_0028","1","27","FFFEBA76FFFEBA76"
"976","0x2A7D","2685","0x0A7D","5","0","capture_0028","2","27","FFFEBA76FFFEBA76"
"977","0x2A8A","2698","0x0A8A","5","0","capture_0028","3","27","FFFEBA76FFFEBA76"
"978","0x1A7F","6783","0x1A7F","3","0","capture_0028","10","27","FFFEBA76FFFEBA76"
"979","0x1A88","6792","0x1A88","3","0","capture_0028","11","27","FF566E76FFA2B0CB"
"980","0x1A8E","6798","0x1A8E","3","0","capture_0028","12","27","FFA2B0CBFFA2B0CB"
"981","0x1A99","6809","0x1A99","3","0","capture_0028","13","27","FFA2B0CBFFA2B0CB"
"982","0x1AA1","6817","0x1AA1","3","0","capture_0028","14","27","FFA2B0CBFFA2B0CB"
"983","0x1AAD","6829","0x1AAD","3","0","capture_0028","15","27","FFA98787FFA98787"
"984","0x1AB6","6838","0x1AB6","3","0","capture_0028","16","27","FFA98787FFA98787"
"985","0x1ABF","6847","0x1ABF","3","0","capture_0028","17","27","FFA98787FFA98787"
"986","0x1AC8","6856","0x1AC8","3","0","capture_0028","18","27","FFA2B0CBFFA2B0CB"
"987","0x1AD1","6865","0x1AD1","3","0","capture_0028","19","27","FFA2B0CBFFA2B0CB"
"988","0x2A65","2661","0x0A65","5","0","capture_0028","0","28","FFFEBA76FFFEBA76"
"989","0x2A72","2674","0x0A72","5","0","capture_0028","1","28","FFFEBA76FFFEBA76"
"990","0x1AB7","6839","0x1AB7","3","0","capture_0028","16","28","FFFEBA76FFFEBA76"
"991","0x1AC0","6848","0x1AC0","3","0","capture_0028","17","28","FF566E76FF566E76"
"992","0x1AC9","6857","0x1AC9","3","0","capture_0028","18","28","FFA2B0CBFFA2B0CB"
"993","0x1AD2","6866","0x1AD2","3","0","capture_0028","19","28","FFA2B0CBFFA2B0CB"
"994","0x40C5","197","0x00C5","8","0","capture_0029","0","15","FFDCA166FFDCA166"
"995","0x40D1","209","0x00D1","8","0","capture_0029","1","15","FFDCA166FFDCA166"
"996","0x40DC","220","0x00DC","8","0","capture_0029","2","15","FFDCA166FFDCA166"
"997","0x29BD","2493","0x09BD","5","0","capture_0029","5","15","FFDCA166FFDCA166"
"998","0x29C9","2505","0x09C9","5","0","capture_0029","6","15","FFDCA166FFDCA166"
"999","0x29D5","2517","0x09D5","5","0","capture_0029","7","15","FFDCA166FFDCA166"
"1000","0x9923","6435","0x1923","3","1","capture_0029","12","15","FFDCA166FFDCA166"
"1001","0x9919","6425","0x1919","3","1","capture_0029","13","15","FFDCA166FFDCA166"
"1002","0x990E","6414","0x190E","3","1","capture_0029","14","15","FFDCA166FFDCA166"
"1003","0x98FB","6395","0x18FB","3","1","capture_0029","16","15","FFDCA166FFDCA166"
"1004","0x98EF","6383","0x18EF","3","1","capture_0029","17","15","FFDCA166FFDCA166"
"1005","0x98E1","6369","0x18E1","3","1","capture_0029","18","15","FFDCA166FFDCA166"
"1006","0x98D6","6358","0x18D6","3","1","capture_0029","19","15","FFDCA166FFDCA166"
"1007","0x40C6","198","0x00C6","8","0","capture_0029","0","16","FFA97C4FFFA97C4F"
"1008","0x40DD","221","0x00DD","8","0","capture_0029","2","16","FFA97C4FFFA97C4F"
"1009","0x29A8","2472","0x09A8","5","0","capture_0029","3","16","FFA97C4FFFA97C4F"
"1010","0x29B3","2483","0x09B3","5","0","capture_0029","4","16","FFA97C4FFFA97C4F"
"1011","0x29BE","2494","0x09BE","5","0","capture_0029","5","16","FFA97C4FFFA97C4F"
"1012","0x29CA","2506","0x09CA","5","0","capture_0029","6","16","FFA97C4FFFA97C4F"
"1013","0x29D6","2518","0x09D6","5","0","capture_0029","7","16","FFA97C4FFFA97C4F"
"1014","0x29E2","2530","0x09E2","5","0","capture_0029","8","16","FF876336FF876336"
"1015","0x29ED","2541","0x09ED","5","0","capture_0029","9","16","FFDCA166FFDCA166"
"1016","0x9938","6456","0x1938","3","1","capture_0029","10","16","FFDCA166FFDCA166"
"1017","0x992E","6446","0x192E","3","1","capture_0029","11","16","FFDCA166FFDCA166"
"1018","0x9924","6436","0x1924","3","1","capture_0029","12","16","FF566E76FF566E76"
"1019","0x991A","6426","0x191A","3","1","capture_0029","13","16","FFA2B0CBFFA2B0CB"
"1020","0x98FC","6396","0x18FC","3","1","capture_0029","16","16","FFA2B0CBFFA2B0CB"
"1021","0x98F0","6384","0x18F0","3","1","capture_0029","17","16","FFA2B0CBFFA2B0CB"
"1022","0x98D7","6359","0x18D7","3","1","capture_0029","19","16","FFA98787FFA98787"
"1023","0x40C7","199","0x00C7","8","0","capture_0029","0","17","FF876336FF876336"
"1024","0x40D3","211","0x00D3","8","0","capture_0029","1","17","FF876336FF876336"
"1025","0x40DE","222","0x00DE","8","0","capture_0029","2","17","FF876336FF876336"
"1026","0x29A9","2473","0x09A9","5","0","capture_0029","3","17","FF3E4F54FF3E4F54"
"1027","0x29B4","2484","0x09B4","5","0","capture_0029","4","17","FF8792A9FF8792A9"
"1028","0x29BF","2495","0x09BF","5","0","capture_0029","5","17","FF8792A9FF8792A9"
"1029","0x29CB","2507","0x09CB","5","0","capture_0029","6","17","FF8792A9FF8792A9"
"1030","0x29D7","2519","0x09D7","5","0","capture_0029","7","17","FF876C6CFF876C6C"
"1031","0x29E3","2531","0x09E3","5","0","capture_0029","8","17","FF876C6CFF876C6C"
"1032","0x29EE","2542","0x09EE","5","0","capture_0029","9","17","FF876C6CFF876C6C"
"1033","0x9939","6457","0x1939","3","1","capture_0029","10","17","FF566E76FFA98787"
"1034","0x9925","6437","0x1925","3","1","capture_0029","12","17","FFA2B0CBFFA2B0CB"
"1035","0x98F1","6385","0x18F1","3","1","capture_0029","17","17","FFA2B0CBFFA2B0CB"
"1036","0x98D8","6360","0x18D8","3","1","capture_0029","19","17","FFA2B0CBFFA2B0CB"
"1037","0x40C8","200","0x00C8","8","0","capture_0029","0","18","FF6C7587FF6C7587"
"1038","0x40D4","212","0x00D4","8","0","capture_0029","1","18","FF6C7587FF6C7587"
"1039","0x40DF","223","0x00DF","8","0","capture_0029","2","18","FF6C7587FF6C7587"
"1040","0x29AA","2474","0x09AA","5","0","capture_0029","3","18","FF8792A9FF8792A9"
"1041","0x29C0","2496","0x09C0","5","0","capture_0029","5","18","FF475198FF475198"
"1042","0x29CC","2508","0x09CC","5","0","capture_0029","6","18","FF475198FF475198"
"1043","0x29D8","2520","0x09D8","5","0","capture_0029","7","18","FF475198FF475198"
"1044","0x29E4","2532","0x09E4","5","0","capture_0029","8","18","FF475198FF475198"
"1045","0x193A","6458","0x193A","3","0","capture_0029","10","18","FF566E76FFA2B0CB"
"1046","0x9930","6448","0x1930","3","1","capture_0029","11","18","FFA2B0CBFFA2B0CB"
"1047","0x98E4","6372","0x18E4","3","1","capture_0029","18","18","FF5663BAFF5663BA"
"1048","0x40C9","201","0x00C9","8","0","capture_0029","0","19","FF6C7587FF6C7587"
"1049","0x40D5","213","0x00D5","8","0","capture_0029","1","19","FF373F76FF373F76"
"1050","0x40E0","224","0x00E0","8","0","capture_0029","2","19","FF373F76FF373F76"
"1051","0x29AB","2475","0x09AB","5","0","capture_0029","3","19","FF8792A9FF8792A9"
"1052","0x29C1","2497","0x09C1","5","0","capture_0029","5","19","FF475198FF475198"
"1053","0x29D9","2521","0x09D9","5","0","capture_0029","7","19","FF8792A9FF8792A9"
"1054","0x29F0","2544","0x09F0","5","0","capture_0029","9","19","FF8792A9FF8792A9"
"1055","0x993B","6459","0x193B","3","1","capture_0029","10","19","FF566E76FFA2B0CB"
"1056","0x98E5","6373","0x18E5","3","1","capture_0029","18","19","FFA2B0CBFFA2B0CB"
"1057","0xC056","86","0x0056","8","1","capture_0029","2","20","FF6C7587FF6C7587"
"1058","0x29B7","2487","0x09B7","5","0","capture_0029","4","20","FF8792A9FF475198"
"1059","0x29C2","2498","0x09C2","5","0","capture_0029","5","20","FF475198FF8792A9"
"1060","0x29DA","2522","0x09DA","5","0","capture_0029","7","20","FF8792A9FF8792A9"
"1061","0xA979","2425","0x0979","5","1","capture_0029","9","20","FF475198FF475198"
"1062","0x193C","6460","0x193C","3","0","capture_0029","10","20","FF566E76FF5663BA"
"1063","0x9913","6419","0x1913","3","1","capture_0029","14","20","FF5663BAFF5663BA"
"1064","0x98E6","6374","0x18E6","3","1","capture_0029","18","20","FFA2B0CBFFA2B0CB"
"1065","0x40D7","215","0x00D7","8","0","capture_0029","1","21","FF6C7587FF6C7587"
"1066","0x40E1","225","0x00E1","8","0","capture_0029","2","21","FF6C7587FF6C7587"
"1067","0x29AC","2476","0x09AC","5","0","capture_0029","3","21","FF8792A9FF8792A9"
"1068","0x29B8","2488","0x09B8","5","0","capture_0029","4","21","FF8792A9FF8792A9"
"1069","0x29C3","2499","0x09C3","5","0","capture_0029","5","21","FF8792A9FF8792A9"
"1070","0x29DB","2523","0x09DB","5","0","capture_0029","7","21","FF8792A9FF8792A9"
"1071","0x29E7","2535","0x09E7","5","0","capture_0029","8","21","FF8792A9FF8792A9"
"1072","0x40CC","204","0x00CC","8","0","capture_0029","0","22","FF373F76FF373F76"
"1073","0x40D8","216","0x00D8","8","0","capture_0029","1","22","FF373F76FF373F76"
"1074","0x40E2","226","0x00E2","8","0","capture_0029","2","22","FF373F76FF373F76"
"1075","0x29AD","2477","0x09AD","5","0","capture_0029","3","22","FF8792A9FF8792A9"
"1076","0x29C4","2500","0x09C4","5","0","capture_0029","5","22","FF475198FF475198"
"1077","0x29DC","2524","0x09DC","5","0","capture_0029","7","22","FF8792A9FF8792A9"
"1078","0x29F1","2545","0x09F1","5","0","capture_0029","9","22","FF475198FF475198"
"1079","0x993D","6461","0x193D","3","1","capture_0029","10","22","FF566E76FFA2B0CB"
"1080","0x9933","6451","0x1933","3","1","capture_0029","11","22","FFA2B0CBFFA2B0CB"
"1081","0x9928","6440","0x1928","3","1","capture_0029","12","22","FFA2B0CBFFA2B0CB"
"1082","0x991E","6430","0x191E","3","1","capture_0029","13","22","FFA2B0CBFFA2B0CB"
"1083","0x40CD","205","0x00CD","8","0","capture_0029","0","23","FF6C7587FF6C7587"
"1084","0x40D9","217","0x00D9","8","0","capture_0029","1","23","FF655151FF6C7587"
"1085","0x40E3","227","0x00E3","8","0","capture_0029","2","23","FF6C7587FF6C7587"
"1086","0x29AE","2478","0x09AE","5","0","capture_0029","3","23","FF8792A9FF8792A9"
"1087","0x29BA","2490","0x09BA","5","0","capture_0029","4","23","FF475198FF475198"
"1088","0x29C5","2501","0x09C5","5","0","capture_0029","5","23","FF475198FF475198"
"1089","0x29D1","2513","0x09D1","5","0","capture_0029","6","23","FF8792A9FF8792A9"
"1090","0x29DD","2525","0x09DD","5","0","capture_0029","7","23","FF8792A9FF8792A9"
"1091","0x29E9","2537","0x09E9","5","0","capture_0029","8","23","FF475198FF475198"
"1092","0x993E","6462","0x193E","3","1","capture_0029","10","23","FF566E76FFA2B0CB"
"1093","0x9934","6452","0x1934","3","1","capture_0029","11","23","FF5663BAFF5663BA"
"1094","0x9915","6421","0x1915","3","1","capture_0029","14","23","FF5663BAFF5663BA"
"1095","0x98E9","6377","0x18E9","3","1","capture_0029","18","23","FFA2B0CBFFA2B0CB"
"1096","0x98DB","6363","0x18DB","3","1","capture_0029","19","23","FFA2B0CBFFA2B0CB"
"1097","0x40CE","206","0x00CE","8","0","capture_0029","0","24","FFDCA166FFDCA166"
"1098","0x40DA","218","0x00DA","8","0","capture_0029","1","24","FFDCA166FFDCA166"
"1099","0x40E4","228","0x00E4","8","0","capture_0029","2","24","FFDCA166FFA97C4F"
"1100","0x29AF","2479","0x09AF","5","0","capture_0029","3","24","FF8792A9FF8792A9"
"1101","0x29BB","2491","0x09BB","5","0","capture_0029","4","24","FF876C6CFF876C6C"
"1102","0x29C6","2502","0x09C6","5","0","capture_0029","5","24","FF8792A9FF8792A9"
"1103","0x29D2","2514","0x09D2","5","0","capture_0029","6","24","FF8792A9FF8792A9"
"1104","0x29DE","2526","0x09DE","5","0","capture_0029","7","24","FF475198FF475198"
"1105","0x29EA","2538","0x09EA","5","0","capture_0029","8","24","FF475198FF475198"
"1106","0x9935","6453","0x1935","3","1","capture_0029","11","24","FFA2B0CBFFA2B0CB"
"1107","0x98EA","6378","0x18EA","3","1","capture_0029","18","24","FFA2B0CBFFA2B0CB"
"1108","0x29C7","2503","0x09C7","5","0","capture_0029","5","25","FFFEBA76FFFEBA76"
"1109","0x29D3","2515","0x09D3","5","0","capture_0029","6","25","FF3E4F54FF3E4F54"
"1110","0x29DF","2527","0x09DF","5","0","capture_0029","7","25","FF8792A9FF8792A9"
"1111","0x29EB","2539","0x09EB","5","0","capture_0029","8","25","FF876C6CFF876C6C"
"1112","0x29F4","2548","0x09F4","5","0","capture_0029","9","25","FF8792A9FF8792A9"
"1113","0x9940","6464","0x1940","3","1","capture_0029","10","25","FF566E76FFA2B0CB"
"1114","0x9936","6454","0x1936","3","1","capture_0029","11","25","FFA2B0CBFFA2B0CB"
"1115","0x992B","6443","0x192B","3","1","capture_0029","12","25","FFA2B0CBFF5663BA"
"1116","0x9920","6432","0x1920","3","1","capture_0029","13","25","FF5663BAFF5663BA"
"1117","0x98EC","6380","0x18EC","3","1","capture_0029","14","25","FF5663BAFF5663BA"
"1118","0x990B","6411","0x190B","3","1","capture_0029","15","25","FF5663BAFF5663BA"
"1119","0x9902","6402","0x1902","3","1","capture_0029","16","25","FFA2B0CBFFA2B0CB"
"1120","0x98F7","6391","0x18F7","3","1","capture_0029","17","25","FFA2B0CBFFA2B0CB"
"1121","0x98EB","6379","0x18EB","3","1","capture_0029","18","25","FFA2B0CBFFA2B0CB"
"1122","0x29E0","2528","0x09E0","5","0","capture_0029","7","26","FFFEBA76FFFEBA76"
"1123","0x29EC","2540","0x09EC","5","0","capture_0029","8","26","FFFEBA76FFFEBA76"
"1124","0x29F5","2549","0x09F5","5","0","capture_0029","9","26","FFFEBA76FFFEBA76"
"1125","0x9941","6465","0x1941","3","1","capture_0029","10","26","FF566E76FFA2B0CB"
"1126","0x9937","6455","0x1937","3","1","capture_0029","11","26","FFA2B0CBFFA98787"
"1127","0x992C","6444","0x192C","3","1","capture_0029","12","26","FFA98787FFA98787"
"1128","0x9921","6433","0x1921","3","1","capture_0029","13","26","FFA2B0CBFFA2B0CB"
"1129","0x9917","6423","0x1917","3","1","capture_0029","14","26","FFA2B0CBFFA2B0CB"
"1130","0x990C","6412","0x190C","3","1","capture_0029","15","26","FF5663BAFF5663BA"
"1131","0x9903","6403","0x1903","3","1","capture_0029","16","26","FF5663BAFF5663BA"
"1132","0x98F8","6392","0x18F8","3","1","capture_0029","17","26","FF5663BAFF5663BA"
"1133","0x29B0","2480","0x09B0","5","0","capture_0029","3","27","FFFEBA76FFFEBA76"
"1134","0x29BC","2492","0x09BC","5","0","capture_0029","4","27","FFFEBA76FFFEBA76"
"1135","0x29C8","2504","0x09C8","5","0","capture_0029","5","27","FFFEBA76FFFEBA76"
"1136","0x29D4","2516","0x09D4","5","0","capture_0029","6","27","FFFEBA76FFFEBA76"
"1137","0x29E1","2529","0x09E1","5","0","capture_0029","7","27","FFA97C4FFFA97C4F"
"1138","0x992D","6445","0x192D","3","1","capture_0029","12","27","FFFEBA76FFFEBA76"
"1139","0x9922","6434","0x1922","3","1","capture_0029","13","27","FF566E76FF566E76"
"1140","0x9918","6424","0x1918","3","1","capture_0029","14","27","FFA2B0CBFFA2B0CB"
"1141","0x990D","6413","0x190D","3","1","capture_0029","15","27","FFA98787FFA98787"
"1142","0x9904","6404","0x1904","3","1","capture_0029","16","27","FFA98787FFA98787"
"1143","0x98F9","6393","0x18F9","3","1","capture_0029","17","27","FFA2B0CBFFA2B0CB"
"1144","0x98ED","6381","0x18ED","3","1","capture_0029","18","27","FFA2B0CBFFA2B0CB"
"1145","0x98DE","6366","0x18DE","3","1","capture_0029","19","27","FFA2B0CBFFA2B0CB"
"1146","0x40CF","207","0x00CF","8","0","capture_0029","0","28","FFFEBA76FFFEBA76"
"1147","0x40DB","219","0x00DB","8","0","capture_0029","1","28","FFFEBA76FFFEBA76"
"1148","0x40E5","229","0x00E5","8","0","capture_0029","2","28","FFFEBA76FFFEBA76"
"1149","0x29B1","2481","0x09B1","5","0","capture_0029","3","28","FFFEBA76FFFEBA76"
"1150","0x9905","6405","0x1905","3","1","capture_0029","16","28","FFFEBA76FFFEBA76"
"1151","0x98FA","6394","0x18FA","3","1","capture_0029","17","28","FFA2B0CBFFA2B0CB"
"1152","0x98EE","6382","0x18EE","3","1","capture_0029","18","28","FFA2B0CBFFA2B0CB"
"1153","0x98DF","6367","0x18DF","3","1","capture_0029","19","28","FFA98787FFA98787"
"1154","0x98E0","6368","0x18E0","3","1","capture_0029","19","29","FFFEBA76FFFEBA76"
"1155","0x4163","355","0x0163","8","0","capture_0030","0","15","FFDCA166FFDCA166"
"1156","0x7A03","6659","0x1A03","15","0","capture_0030","1","15","FFDCA166FFDCA166"
"1157","0xF9FE","6654","0x19FE","15","1","capture_0030","2","15","FFDCA166FFDCA166"
"1158","0xF9F2","6642","0x19F2","15","1","capture_0030","4","15","FFDCA166FFDCA166"
"1159","0xD9E8","6632","0x19E8","11","1","capture_0030","6","15","FFDCA166FFDCA166"
"1160","0x415A","346","0x015A","8","0","capture_0030","7","15","FFDCA166FFDCA166"
"1161","0xC151","337","0x0151","8","1","capture_0030","8","15","FFDCA166FFDCA166"
"1162","0x4148","328","0x0148","8","0","capture_0030","9","15","FFDCA166FFDCA166"
"1163","0x2AC1","2753","0x0AC1","5","0","capture_0030","10","15","FFDCA166FFDCA166"
"1164","0xAAB6","2742","0x0AB6","5","1","capture_0030","11","15","FFDCA166FFDCA166"
"1165","0x9A32","6706","0x1A32","3","1","capture_0030","16","15","FFDCA166FFDCA166"
"1166","0x9A28","6696","0x1A28","3","1","capture_0030","17","15","FFDCA166FFDCA166"
"1167","0x9A1C","6684","0x1A1C","3","1","capture_0030","18","15","FFDCA166FFDCA166"
"1168","0x9A11","6673","0x1A11","3","1","capture_0030","19","15","FFDCA166FFDCA166"
"1169","0xC164","356","0x0164","8","1","capture_0030","0","16","FF252F32FFA97C4F"
"1170","0xFA04","6660","0x1A04","15","1","capture_0030","1","16","FFA97C4FFFA97C4F"
"1171","0xF9F3","6643","0x19F3","15","1","capture_0030","4","16","FFA97C4FFFA97C4F"
"1172","0x400D","13","0x000D","8","0","capture_0030","8","16","FFA97C4FFFA97C4F"
"1173","0xAAB7","2743","0x0AB7","5","1","capture_0030","11","16","FFA97C4FFFA97C4F"
"1174","0xAAAB","2731","0x0AAB","5","1","capture_0030","12","16","FF876336FF876336"
"1175","0xAAA0","2720","0x0AA0","5","1","capture_0030","13","16","FF876336FF876336"
"1176","0xAA95","2709","0x0A95","5","1","capture_0030","14","16","FFA97C4FFFA97C4F"
"1177","0x9A3E","6718","0x1A3E","3","1","capture_0030","15","16","FFA97C4FFFA97C4F"
"1178","0x9A33","6707","0x1A33","3","1","capture_0030","16","16","FF566E76FFA2B0CB"
"1179","0x9A29","6697","0x1A29","3","1","capture_0030","17","16","FFA2B0CBFFA2B0CB"
"1180","0x9A1D","6685","0x1A1D","3","1","capture_0030","18","16","FFA2B0CBFFA98787"
"1181","0xC165","357","0x0165","8","1","capture_0030","0","17","FF6C7587FF6C7587"
"1182","0xFA05","6661","0x1A05","15","1","capture_0030","1","17","FF876336FF876336"
"1183","0xF9FF","6655","0x19FF","15","1","capture_0030","2","17","FF876336FF876336"
"1184","0x79E9","6633","0x19E9","15","0","capture_0030","3","17","FF876336FF876336"
"1185","0xDB55","6997","0x1B55","11","1","capture_0030","5","17","FF876336FF876336"
"1186","0xDB50","6992","0x1B50","11","1","capture_0030","6","17","FF876336FF876336"
"1187","0xC15B","347","0x015B","8","1","capture_0030","7","17","FF876336FF654A28"
"1188","0xC152","338","0x0152","8","1","capture_0030","8","17","FF654A28FF654A28"
"1189","0xC149","329","0x0149","8","1","capture_0030","9","17","FF654A28FF654A28"
"1190","0xAAC2","2754","0x0AC2","5","1","capture_0030","10","17","FF876336FF876336"
"1191","0xAAB8","2744","0x0AB8","5","1","capture_0030","11","17","FF3E4F54FF3E4F54"
"1192","0xAAAC","2732","0x0AAC","5","1","capture_0030","12","17","FF8792A9FF8792A9"
"1193","0xAAA1","2721","0x0AA1","5","1","capture_0030","13","17","FF8792A9FF8792A9"
"1194","0xAA96","2710","0x0A96","5","1","capture_0030","14","17","FF876C6CFF876C6C"
"1195","0x9A34","6708","0x1A34","3","1","capture_0030","16","17","FFA2B0CBFFA2B0CB"
"1196","0x9A2A","6698","0x1A2A","3","1","capture_0030","17","17","FFA2B0CBFFA2B0CB"
"1197","0xC166","358","0x0166","8","1","capture_0030","0","18","FF373F76FF373F76"
"1198","0xDB56","6998","0x1B56","11","1","capture_0030","5","18","FF000000FF000000"
"1199","0xDB51","6993","0x1B51","11","1","capture_0030","6","18","FF433636FF433636"
"1200","0xC15C","348","0x015C","8","1","capture_0030","7","18","FF6C7587FF6C7587"
"1201","0xC153","339","0x0153","8","1","capture_0030","8","18","FF6C7587FF6C7587"
"1202","0xC14A","330","0x014A","8","1","capture_0030","9","18","FF373F76FF373F76"
"1203","0xAAC3","2755","0x0AC3","5","1","capture_0030","10","18","FF8792A9FF8792A9"
"1204","0xAAB9","2745","0x0AB9","5","1","capture_0030","11","18","FF475198FF475198"
"1205","0xAAAD","2733","0x0AAD","5","1","capture_0030","12","18","FF475198FF475198"
"1206","0xAA97","2711","0x0A97","5","1","capture_0030","14","18","FF8792A9FF8792A9"
"1207","0x9A35","6709","0x1A35","3","1","capture_0030","16","18","FFA2B0CBFFA2B0CB"
"1208","0x9A1E","6686","0x1A1E","3","1","capture_0030","18","18","FF5663BAFF5663BA"
"1209","0x9A13","6675","0x1A13","3","1","capture_0030","19","18","FF5663BAFF5663BA"
"1210","0xC167","359","0x0167","8","1","capture_0030","0","19","FF6C7587FF373F76"
"1211","0xDB57","6999","0x1B57","11","1","capture_0030","5","19","FF000000FF000000"
"1212","0xDB52","6994","0x1B52","11","1","capture_0030","6","19","FF515865FF515865"
"1213","0xC15D","349","0x015D","8","1","capture_0030","7","19","FF373F76FF373F76"
"1214","0xC154","340","0x0154","8","1","capture_0030","8","19","FF6C7587FF6C7587"
"1215","0xC14B","331","0x014B","8","1","capture_0030","9","19","FF373F76FF373F76"
"1216","0xAAC4","2756","0x0AC4","5","1","capture_0030","10","19","FF8792A9FF8792A9"
"1217","0xAABA","2746","0x0ABA","5","1","capture_0030","11","19","FF475198FF475198"
